,row_number,Year,Region,Country,Christians,Muslims,Unaffiliated,Hindus,Buddhists,Folk Religions,Other Religions,Jews,All Religions,Max
1080,1116,2050,Asia-Pacific,Nepal,220000,3160000,120000,38120000,4380000,1710000,40000,1,47740000,Hindus
1081,1117,2050,Europe,Netherlands,6750000,1600000,8380000,130000,80000,50000,40000,30000,17050000,Unaffiliated
1082,1118,2050,Asia-Pacific,New Caledonia,270000,1,30000,1,1,1,1,1,310000,Christians
1083,1119,2050,Asia-Pacific,New Zealand,2610000,160000,2640000,210000,130000,30000,60000,10000,5850000,Unaffiliated
1084,1120,2050,Latin America-Caribbean,Nicaragua,6930000,1,1160000,1,1,110000,10000,1,8220000,Christians
1085,1121,2050,Sub-Saharan Africa,Niger,630000,53660000,430000,1,1,80000,1,1,54810000,Muslims
1086,1122,2050,Sub-Saharan Africa,Nigeria,154840000,230700000,1290000,1,30000,7120000,170000,1,394150000,Muslims
1087,1123,2050,Asia-Pacific,Niue,1,1,1,1,1,1,1,1,1,Christians
1088,1124,2050,Asia-Pacific,Dem. Rep. Korea,520000,1,18800000,1,400000,3260000,3400000,1,26380000,Unaffiliated
1089,1125,2050,Asia-Pacific,Northern Mariana Islands,40000,1,1,1,1,1,1,1,50000,Christians
1090,1126,2050,Europe,Norway,4310000,520000,850000,50000,90000,10000,10000,1,5850000,Christians
1091,1127,2050,Middle East-North Africa,Oman,250000,4010000,20000,260000,20000,1,30000,1,4590000,Muslims
1092,1128,2050,Asia-Pacific,Pakistan,4250000,273110000,30000,5630000,30000,40000,30000,1,283110000,Muslims
1093,1129,2050,Asia-Pacific,Palau,20000,1,1,1,1,1,1,1,30000,Christians
1094,1130,2050,Middle East-North Africa,Palestinian territories,140000,9850000,1,1,1,1,1,1,10000000,Muslims
1095,1131,2050,Latin America-Caribbean,Panama,4610000,40000,280000,1,10000,30000,20000,20000,5020000,Christians
1096,1132,2050,Asia-Pacific,Papua New Guinea,13400000,1,1,1,1,60000,30000,1,13510000,Christians
1097,1133,2050,Latin America-Caribbean,Paraguay,10060000,1,120000,1,1,190000,20000,1,10390000,Christians
1098,1134,2050,Latin America-Caribbean,Peru,37740000,1,1320000,1,60000,390000,130000,1,39640000,Christians
1099,1135,2050,Asia-Pacific,Philippines,143550000,9440000,140000,1,140000,2560000,250000,1,156090000,Christians
1100,1136,2050,Europe,Poland,28880000,80000,4270000,1,10000,1,1,10000,33280000,Christians
1101,1137,2050,Europe,Portugal,7500000,110000,980000,10000,20000,60000,1,1,8690000,Christians
1102,1138,2050,Latin America-Caribbean,Puerto Rico,3330000,1,90000,1,1,30000,1,1,3480000,Christians
1103,1139,2050,Middle East-North Africa,Qatar,470000,2390000,20000,630000,150000,30000,10000,1,3700000,Muslims
1104,1140,2050,Sub-Saharan Africa,Reunion,950000,50000,20000,50000,1,1,10000,1,1080000,Christians
1105,1141,2050,Europe,Romania,16270000,70000,20000,1,1,1,1,1,16370000,Christians
1106,1142,2050,Europe,Russia,88440000,20860000,13960000,140000,170000,270000,20000,110000,123960000,Christians
1107,1143,2050,Sub-Saharan Africa,Rwanda,24610000,850000,810000,20000,1,120000,50000,1,26470000,Christians
1108,1144,2050,Sub-Saharan Africa,St. Helena,1,1,1,1,1,1,1,1,1,Christians
1109,1145,2050,Latin America-Caribbean,St. Kitts and Nevis,60000,1,1,1,1,1,1,1,70000,Christians
1110,1146,2050,Latin America-Caribbean,St. Lucia,200000,1,10000,1,1,1,1,1,210000,Christians
1111,1147,2050,North America,St. Pierre and Miquelon,1,1,1,1,1,1,1,1,1,Christians
1112,1148,2050,Latin America-Caribbean,St. Vincent and the Grenadines,120000,1,1,1,1,1,1,1,130000,Christians
1113,1149,2050,Asia-Pacific,Samoa,360000,1,1,1,1,1,1,1,370000,Christians
1114,1150,2050,Europe,San Marino,30000,1,1,1,1,1,1,1,30000,Christians
1115,1151,2050,Sub-Saharan Africa,Sao Tome and Principe,260000,1,50000,1,1,10000,1,1,320000,Christians
1116,1152,2050,Middle East-North Africa,Saudi Arabia,1830000,42490000,230000,710000,180000,110000,80000,1,45630000,Muslims
1117,1153,2050,Sub-Saharan Africa,Senegal,720000,27560000,1,1,1,10000,1,1,28290000,Muslims
1118,1154,2050,Europe,Serbia,5480000,500000,210000,1,1,1,1,1,6200000,Christians
1119,1155,2050,Sub-Saharan Africa,Seychelles,90000,1,1,1,1,1,1,1,100000,Christians
1120,1156,2050,Sub-Saharan Africa,Sierra Leone,2040000,8850000,10000,1,1,90000,10000,1,11000000,Muslims
1121,1157,2050,Asia-Pacific,Singapore,1350000,1690000,1270000,790000,2140000,220000,450000,10000,7910000,Buddhists
1122,1158,2050,Europe,Slovakia,4160000,40000,990000,1,10000,10000,1,1,5230000,Christians
1123,1159,2050,Europe,Slovenia,1300000,80000,350000,1,1,1,1,1,1740000,Christians
1124,1160,2050,Asia-Pacific,Solomon Is.,1130000,1,1,1,1,20000,1,1,1160000,Christians
1125,1161,2050,Sub-Saharan Africa,Somalia,20000,26100000,10000,10000,1,20000,1,1,26170000,Muslims
1126,1162,2050,Sub-Saharan Africa,South Africa,48550000,1580000,9330000,460000,90000,430000,200000,30000,60660000,Christians
1127,1163,2050,Asia-Pacific,Korea,15920000,340000,22010000,50000,8620000,470000,110000,1,47520000,Unaffiliated
1128,1164,2050,Europe,Spain,34100000,3940000,13850000,120000,70000,150000,30000,60000,52310000,Christians
1129,1165,2050,Asia-Pacific,Sri Lanka,1670000,3010000,1,3430000,16310000,1,1,1,24420000,Buddhists
1130,1166,2050,Middle East-North Africa,Sudan,3830000,64720000,750000,1,1,2020000,1,1,71330000,Muslims
1131,1167,2050,Latin America-Caribbean,Suriname,370000,80000,60000,100000,1,50000,10000,1,670000,Christians
1132,1168,2050,Sub-Saharan Africa,Swaziland,1470000,1,140000,1,1,20000,1,1,1640000,Christians
1133,1169,2050,Europe,Sweden,5730000,1350000,3590000,60000,130000,40000,40000,20000,10960000,Christians
1134,1170,2050,Europe,Swaziland,4870000,600000,2230000,50000,60000,10000,20000,20000,7860000,Christians
1135,1171,2050,Middle East-North Africa,Syria,1720000,31220000,680000,1,1,1,1,1,33630000,Muslims
1136,1172,2050,Asia-Pacific,Taiwan,1310000,10000,3450000,1,4130000,8520000,2740000,1,20150000,Folk Religions
1137,1173,2050,Asia-Pacific,Tajikistan,260000,11800000,190000,1,1,1,1,1,12280000,Muslims
1138,1174,2050,Sub-Saharan Africa,Tanzania,93550000,43250000,3190000,50000,1,420000,20000,1,140470000,Christians
1139,1175,2050,Asia-Pacific,Thailand,720000,5610000,210000,120000,61190000,60000,1,1,67910000,Buddhists
1140,1176,2050,Asia-Pacific,Timor-Leste,3070000,1,1,1,1,1,1,1,3080000,Christians
1141,1177,2050,Sub-Saharan Africa,Togo,3910000,1490000,690000,1,1,4500000,60000,1,10650000,Folk Religions
1142,1178,2050,Asia-Pacific,Tokelau,1,1,1,1,1,1,1,1,1,Christians
1143,1179,2050,Asia-Pacific,Tonga,210000,1,1,1,1,1,1,1,210000,Christians
1144,1180,2050,Latin America-Caribbean,Trinidad and Tobago,840000,70000,20000,260000,1,30000,20000,1,1230000,Christians
1145,1181,2050,Middle East-North Africa,Tunisia,30000,12510000,30000,1,1,1,1,1,12570000,Muslims
1146,1182,2050,Asia-Pacific,Turkey,480000,89320000,1080000,1,50000,30000,190000,30000,91180000,Muslims
1147,1183,2050,Asia-Pacific,Turkmenistan,450000,6420000,40000,1,1,1,1,1,6910000,Muslims
1148,1184,2050,Latin America-Caribbean,Turks and Caicos Islands,40000,1,1,1,1,1,1,1,40000,Christians
1149,1185,2050,Asia-Pacific,Tuvalu,10000,1,1,1,1,1,1,1,10000,Christians
1150,1186,2050,Sub-Saharan Africa,Uganda,81020000,13370000,490000,290000,1,830000,110000,1,96120000,Christians
1151,1187,2050,Europe,Ukraine,32470000,1340000,2420000,70000,30000,30000,10000,20000,36400000,Christians
1152,1188,2050,Middle East-North Africa,United Arab Emirates,1320000,7510000,100000,980000,280000,30000,60000,1,10280000,Muslims
1153,1189,2050,Europe,United Kingdom,31150000,7760000,26710000,1370000,640000,210000,550000,240000,68610000,Christians
1154,1190,2050,North America,United States,261960000,8090000,100860000,4780000,5480000,2070000,5760000,5360000,394350000,Christians
1155,1191,2050,Latin America-Caribbean,U.S. Virgin Islands,110000,1,1,1,1,1,1,1,110000,Christians
1156,1192,2050,Latin America-Caribbean,Uruguay,2020000,1,1500000,1,1,30000,10000,1,3570000,Christians
1157,1193,2050,Asia-Pacific,Uzbekistan,530000,35300000,240000,1,10000,20000,1,1,36110000,Muslims
1158,1194,2050,Asia-Pacific,Vanuatu,480000,1,1,1,1,20000,1,1,510000,Christians
1159,1195,2050,Latin America-Caribbean,Venezuela,36100000,120000,3720000,1,1,290000,30000,1,40270000,Christians
1160,1196,2050,Asia-Pacific,Vietnam,9310000,200000,31720000,1,16590000,45790000,430000,1,104040000,Folk Religions
1161,1197,2050,Asia-Pacific,Wallis and Futuna,10000,1,1,1,1,1,1,1,10000,Christians
1162,1198,2050,Middle East-North Africa,W. Sahara,1,730000,1,1,1,1,1,1,730000,Muslims
1163,1199,2050,Middle East-North Africa,Yemen,80000,61050000,60000,380000,1,1,1,1,61580000,Muslims
1164,1200,2050,Sub-Saharan Africa,Zambia,43170000,470000,290000,50000,1,160000,480000,1,44640000,Christians
1165,1201,2050,Sub-Saharan Africa,Zimbabwe,16230000,200000,1430000,1,1,930000,50000,1,18850000,Christians
1166,1202,2050,Sub-Saharan Africa,S. Sudan,12750000,1300000,100000,1,1,6930000,1,1,21080000,Christians
1167,1203,2050,Latin America-Caribbean,Curacao,170000,1,1,1,1,1,1,1,180000,Christians
1168,1204,2050,Latin America-Caribbean,Sint Maarten,60000,1,1,1,1,1,1,1,60000,Christians
1169,1205,2050,Latin America-Caribbean,Caribbean Netherlands,20000,1,1,1,1,1,1,1,20000,Christians
