,Unnamed: 0,guid,first,last,mid,total_income,income,total_area,estate,cars,debt,assets,internal_id
20,20,nacp_872a23f3-d212-43c1-ac7f-f3552883c12f,Юрій,Бойко,Анатолійович,301602,"[{'size': '301602', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,317.0
21,21,nacp_0d8452b0-672a-45ca-8441-577f3048cc88,Денис,Павільіаніті-Карпов,Вячеславович,1004734,"[{'size': 935868.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 25296.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 10230.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 33000.0, 'sizeIncome_hidden': 0, 'type': 'salemovable', 'is_foreign': 0}, {'size': 340.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",264,"[{'area': 193.5, 'date': '01.10.2019', 'cost': '2700000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 71.6, 'date': '17.01.2017', 'cost': '149761', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]","[{'brand': 'Honda', 'cost': 220201.0, 'date': '19.12.2017', 'year': 2015.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Toyota', 'cost': 50000.0, 'date': '23.02.2019', 'year': 2016.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 117500.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'loans_received'}]","[{'assetsCurrency': 'UAH', 'size': 350000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'EUR', 'size': 3000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",45477.0
22,22,nacp_87288cee-3fdd-42e6-ac03-f909d4526dab,Михайло,Бігун,Миколайович,206637,"[{'size': 145785.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 53112.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 7740.0, 'sizeIncome_hidden': 0, 'type': 'insurance', 'is_foreign': 0}]",108,"[{'area': 36.0, 'date': '07.01.2000', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 36.0, 'date': '01.01.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 36.0, 'date': '01.01.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}]",0,0,0,27979.0
23,23,nacp_8730f333-85ad-46a6-a47e-ce1ea2d4a4d0,Ігор,Попов,Володимирович,220346,"[{'size': 168633.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 10320.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 29068.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 3106.0, 'sizeIncome_hidden': 0, 'type': 'leasing', 'is_foreign': 0}, {'size': 9219.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}]",21782,"[{'area': 56.5, 'date': '18.12.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 20000.0, 'date': '07.05.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 157.8, 'date': '22.05.2017', 'cost': '122137', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 1500.0, 'date': '22.05.2017', 'cost': '63401', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 69.8, 'date': '31.08.2018', 'cost': '41300', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}]","[{'brand': 'ВАЗ', 'cost': 0, 'date': '10.09.2013', 'year': 2011.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'ВАЗ', 'cost': 25000.0, 'date': '19.08.2008', 'year': 1995.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]","[{'size': 4825.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'loans_received'}, {'size': 32481.0, 'dnt_is_foreign': False, 'dnt_sizeObligation_hidden': False, 'type': 'loans_received'}]",0,593.0
24,24,nacp_8737c9ab-9ae2-4faa-ab67-26eda970e552,Анатолій,Майданевич,Григорович,142154,"[{'size': '142154', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8194.0
25,25,nacp_86139a04-3a56-48c7-92e7-f3ec0cab5dbb,Ігор,Коваль,Вікторович,25776,"[{'size': 25776.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",0,0,"[{'brand': 'деу', 'cost': 38000.0, 'date': '03.03.2011', 'year': 2002.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'фольксваген', 'cost': 12500.0, 'date': '15.10.2008', 'year': 1987.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,32725.0
26,26,nacp_0d639b69-b537-44a5-bb7d-90d60751f328,Борис,Плотніцький,Дмитрович,165974,"[{'size': '165974', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5714.0
27,27,nacp_84c4b9bb-c308-488f-908e-0e1d04e03f0e,Олександр,Гринюк,Анатолійович,519606,"[{'size': '519606', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,7680.0
28,28,nacp_84d9f905-d177-4120-a1ed-3d48e4a0cc56,Микола,Мазур,Вікторович,270217,"[{'size': 154107.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 172.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 8193.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 58557.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 23538.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 25650.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",2500,"[{'area': 2500.0, 'date': '25.06.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'причіп', 'cost': 0, 'date': '07.03.2013', 'year': 1985.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'farm_machinery'}, {'brand': 'розкидач', 'cost': 0, 'date': '09.02.2009', 'year': 2008.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'farm_machinery'}, {'brand': 'трактор', 'cost': 0, 'date': '05.01.2005', 'year': 1995.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'farm_machinery'}, {'brand': 'ВАЗ ', 'cost': 0, 'date': '05.05.2009', 'year': 2006.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'ВАЗ', 'cost': 0, 'date': '13.06.2007', 'year': 1991.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'ВАЗ', 'cost': 0, 'date': '02.07.2003', 'year': 1984.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Volkswagen', 'cost': 0, 'date': '16.02.2019', 'year': 2002.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,0,31767.0
29,29,nacp_8510cbe4-ae41-42f1-98da-136f7c436989,Наталія,Королевська,Юріївна,192938,"[{'size': '192938', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,4948.0
30,30,nacp_73ecc317-a31b-40c0-b35b-5195c2610984,Ольга,Юрдига,Степанівна,222334,"[{'size': '222334', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8069.0
31,31,nacp_73f166f5-27ac-4374-bf8b-6e30960bb401,Володимир,Костецький,Петрович,377550,"[{'size': '377550', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,52524.0
32,32,nacp_73d373ae-ebe2-4933-a34e-059ae4d9ac74,Лілія,Кузюра,Володимирівна,446819,"[{'size': '446819', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8313.0
0,0,nacp_9d793bb0-effa-498c-8c6e-7cca98133e40,Олександр,Романюк,Володимирович,215312,"[{'size': 74615.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 92818.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 23904.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}, {'size': 23975.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",27012,"[{'area': 14400.0, 'date': '03.10.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 112.0, 'date': '31.12.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 12500.0, 'date': '31.12.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'мінітрактор', 'cost': 27777.0, 'date': '19.08.2011', 'year': 2011.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'farm_machinery'}]",0,0,16922.0
1,1,nacp_9d7f4fe6-18b2-47c3-bf5a-75280e404c05,Алла,Шульга,Анатоліївна,226794,"[{'size': 192688.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 34106.0, 'sizeIncome_hidden': 0, 'type': 'pension', 'is_foreign': 0}]",132989,"[{'area': 47.1, 'date': '12.02.2008', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 97.5, 'date': '04.01.1994', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 27142.0, 'date': '27.10.2004', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2500.0, 'date': '04.12.2009', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2488.0, 'date': '04.12.2009', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2500.0, 'date': '16.03.2007', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 3396.0, 'date': '16.03.2007', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 48758.0, 'date': '16.12.2012', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 6061.0, 'date': '15.03.2018', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 20000.0, 'date': '29.09.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 20000.0, 'date': '29.09.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'volkswagen', 'cost': 0, 'date': '10.08.2007', 'year': 1999.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'МТЗ-82', 'cost': 0, 'date': '28.04.2004', 'year': 1994.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'farm_machinery'}]",0,0,5191.0
2,2,nacp_9d846cef-32f1-4835-8fb1-fe4d18b7d3cb,Ігор,Гринів,Олексійович,617210,"[{'size': 278089.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 304262.0, 'sizeIncome_hidden': 0, 'type': 'other', 'is_foreign': 0}, {'size': 34859.0, 'sizeIncome_hidden': 0, 'type': 'dividends', 'is_foreign': 0}]",11144,"[{'area': 145.5, 'date': '08.12.2014', 'cost': '2182500', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 577.8, 'date': '07.12.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 3950.0, 'date': '13.11.2015', 'cost': '6230', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1250.0, 'date': '13.11.2015', 'cost': '152141', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2690.0, 'date': '17.08.2006', 'cost': '185728', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 2500.0, 'date': '27.06.2006', 'cost': '199844', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 15.0, 'date': '01.09.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'office', 'area_hidden': False}, {'area': 17.8, 'date': '20.01.2017', 'cost': '326250', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}]","[{'brand': 'Lexus', 'cost': 280000.0, 'date': '19.01.2006', 'year': 2006.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Audi', 'cost': 1591200.0, 'date': '24.01.2015', 'year': 2015.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'BMW', 'cost': 431214.0, 'date': '04.10.2010', 'year': 2010.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'LEXUS (в угоні)', 'cost': 310000.0, 'date': '01.09.2004', 'year': 2004.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 10000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 665294.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 660.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 36121.0, 'dnt_sizeAssets_hidden': False, 'type': 'bank', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'USD', 'size': 65000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",4859.0
3,3,nacp_9d8f809b-14f0-4c3e-abbc-0b58a97968d9,Андрій,Супрун,Володимирович,110860,"[{'size': '110860', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,40022.0
4,4,nacp_a06c656f-c522-49c5-9dbe-8239bb0055ad,Ірина,Іоннікова,Анатоліївна,187298,"[{'size': '187298', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8189.0
5,5,nacp_a05946eb-6ef8-4135-b0fa-3cafb2aad5a2,Світлана,Сова,Миколаївна,427500,"[{'size': '427500', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,43138.0
6,6,nacp_100fadf5-ef65-44e2-92e4-f04b34b445d0,Оксана,Коляда,Василівна,657416,"[{'size': 532168.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 5000.0, 'sizeIncome_hidden': 0, 'type': 'charity', 'is_foreign': 0}, {'size': 120248.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}]",41304,"[{'area': 15000.0, 'date': '08.08.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 15000.0, 'date': '04.08.2017', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 120.0, 'date': '28.11.2018', 'cost': '915370000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 28.6, 'date': '14.11.2017', 'cost': '567000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 250.0, 'date': '28.12.2018', 'cost': '109700', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1000.0, 'date': '11.11.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 4850.0, 'date': '29.03.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 294.0, 'date': '29.03.2016', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 3382.0, 'date': '31.10.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1380.0, 'date': '31.10.2015', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'Mazda', 'cost': 544400.0, 'date': '09.08.2017', 'year': 2017.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'Bayliner ', 'cost': 250000.0, 'date': '15.08.2018', 'year': 2001.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'water_transport'}]",0,"[{'assetsCurrency': 'USD', 'size': 20000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",41428.0
7,7,nacp_a0794f96-7237-4c71-9dba-44cb1321b71d,Ігор,Іваненко,Володимирович,131012,"[{'size': '131012', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,8908.0
8,8,nacp_a0795324-b27f-4ada-a122-5860aa1ff455,Ігор,Котвіцький,Олександрович,1622219,"[{'size': '1622219', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,4953.0
9,9,nacp_9e5d9d6b-4de3-45c4-a335-bfd50655185c,Дмитро,Луспеник,Дмитрович,229575,"[{'size': '229575', 'sizeIncome_hidden': 0, 'type': '', 'is_foreign': 0}]",0,0,0,0,0,5274.0
10,10,nacp_9cf73cf5-7da8-4b65-ad62-b112bd89da34,Ярослав,Гарасимчук,Миронович,894866,"[{'size': 450034.0, 'sizeIncome_hidden': 0, 'type': 'salarymain', 'is_foreign': 0}, {'size': 444832.0, 'sizeIncome_hidden': 0, 'type': 'business', 'is_foreign': 0}]",43624,"[{'area': 35.5, 'date': '19.01.2007', 'cost': '5494', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 29.5, 'date': '23.05.2012', 'cost': '256000', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'apt', 'area_hidden': False}, {'area': 227.3, 'date': '09.04.2003', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 1200.0, 'date': '04.10.2000', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 110.8, 'date': '23.11.2018', 'cost': '287473', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'house', 'area_hidden': False}, {'area': 2354.0, 'date': '23.11.2018', 'cost': '113594', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 165.9, 'date': '23.11.2018', 'cost': '651132', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'other', 'area_hidden': False}, {'area': 592.0, 'date': '23.11.2018', 'cost': '264424', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 3049.0, 'date': '03.12.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1013.0, 'date': '03.12.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 12691.0, 'date': '03.12.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1191.0, 'date': '03.12.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 19779.0, 'date': '03.12.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}, {'area': 1189.0, 'date': '03.12.2019', 'cost': '', 'dnt_costDate_hidden': True, 'dnt_costAssessment_hidden': True, 'type': 'land', 'area_hidden': False}]","[{'brand': 'MERCEDES-BENZ', 'cost': 280000.0, 'date': '20.10.2016', 'year': 2006.0, 'dnt_costDate_hidden': False, 'dnt_graduationYear_hidden': False, 'type': 'car'}, {'brand': 'PEUGEOT', 'cost': 0, 'date': '02.06.2018', 'year': 2011.0, 'dnt_costDate_hidden': True, 'dnt_graduationYear_hidden': False, 'type': 'car'}]",0,"[{'assetsCurrency': 'USD', 'size': 15000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}, {'assetsCurrency': 'UAH', 'size': 170000.0, 'dnt_sizeAssets_hidden': False, 'type': 'cash', 'dnt_is_foreign': '!немає даних'}]",23945.0
